Address,Address - Zip Code,# of Garage Spaces,Bathrooms - Full,Bathrooms - Half,Bedrooms,HOA Dues,Listing Price,Price_Per_SQFT_LISTING,Lot Size - Sq Ft,Listing Date,Pending Date,Pool,Selling Date,Selling Price,Selling_Price_Per_Sqft,Square Footage,Year Built
"10215 Haddonfeld, Stockton, CA 95219-7275",95219,2,3,0,4,41,374950,147.44,6464,4/25/2015,5/6/2015,NONO,6/22/2015,370000,145.497444,2543,2008
"5639 Melones, Stockton, CA 95219",95219,2,2,0,3,62,299000,161.62,7261,5/18/2015,5/27/2015,NONO,6/30/2015,305000,164.8648649,1850,2004
"2239 Lonnie Beck Way, Stockton, CA 95209-4197",95209,3,3,0,4,0,349900,130.22,8634,4/27/2015,7/9/2015,NONO,8/7/2015,349900,130.2195757,2687,2003
"10046 Bay Harbor Dr, Stockton, CA 95219-7258",95219,2,2,1,4,0,360000,134.33,5401,4/24/2015,8/27/2015,NONO,10/22/2015,330519,123.3279851,2680,2006
"852 Geddings, Stockton, CA 95209-4344",95209,2,3,0,6,102,330000,118.36,5001,4/29/2015,1/22/2016,YESY,3/8/2016,327440,117.446198,2788,2005
"3682 Hepburn Cir, Stockton, CA 95209-3909",95209,2,2,1,3,125,253000,194.62,5009,4/28/2015,6/3/2015,NONO,7/29/2015,253000,194.6153846,1300,1998
"27 Belluno Dr, Stockton, CA 95209-4587",95209,2,2,1,4,270,259999,115.81,2836,4/30/2015,6/19/2015,YESY,7/14/2015,260000,115.8129176,2245,2007
"10716 Beachcomber Dr, Stockton, CA 95209-4276",95209,3,3,0,5,0,390000,116.24,6499,4/30/2015,9/8/2015,NONO,10/16/2015,390000,116.2444113,3355,2006
"10909 Honeysuckle Way, Stockton, CA 95209",95209,2,2,1,3,100,242500,131.15,4116,5/1/2015,5/26/2015,NONO,7/9/2015,242500,131.151974,1849,2006
"10224 Jennifer Ln, Stockton, CA 95209-4583",95209,3,3,0,4,30,399500,122.85,6599,5/6/2015,5/21/2015,NONO,7/1/2015,397500,122.2324723,3252,2006
"10419 Muir Woods Ave, Stockton, CA 95209-4104",95209,1,2,0,3,0,279500,168.88,5336,5/5/2015,11/4/2015,NONO,12/17/2015,275000,166.163142,1655,1991
"9919 Rihn Way, Stockton, CA 95209-4508",95209,2,3,0,4,185,312000,154.23,7083,5/7/2015,5/13/2015,YESY,6/10/2015,315000,155.7093426,2023,2001
"10608 Albert Dr, Stockton, CA 95209-4413",95209,2,3,0,4,0,324999,145.41,5436,5/8/2015,6/26/2015,NONO,7/31/2015,320000,143.1767338,2235,2011
"3013 Scarlet Oak Dr, Stockton, CA 95209-3918",95209,2,2,1,4,130,269000,130.58,4901,5/8/2015,5/13/2015,YESY,6/19/2015,272000,132.038835,2060,2005
"5937 Pebblestone Way, Stockton, CA 95219-7269",95219,2,2,1,3,52,285000,157.2,4151,5/11/2015,5/26/2015,NONO,6/25/2015,290000,159.9558742,1813,2008
"10470 Cherise Way, Stockton, CA 95209-4412",95209,2,2,0,4,0,265000,171.52,5462,4/20/2015,5/6/2015,NONO,6/12/2015,270000,174.7572816,1545,2013
"1911 Orvis Dr, Stockton, CA 95209-4506",95209,3,3,0,5,120,349950,143.42,7423,6/2/2015,12/29/2015,NONO,2/17/2016,349950,143.4221311,2440,2000
"10179 River Falls Cir, Stockton, CA 95209-4141",95209,3,2,0,4,100,287000,152.17,6835,6/4/2015,5/11/2016,NONO,6/21/2016,292000,154.8250265,1886,1992
"3120 Joshua Tree Cir, Stockton, CA 95209-3809",95209,3,2,0,4,140,280000,135.27,6129,5/10/2015,5/13/2015,NONO,6/15/2015,280000,135.2657005,2070,2001
"10629 Hollow Tree Ln, Stockton, CA 95209-4225",95209,3,3,0,4,0,349950,113.77,5998,5/11/2015,7/14/2015,NONO,8/14/2015,357000,116.0598179,3076,2004
"3672 Iron Canyon Cir, Stockton, CA 95209-3601",95209,3,3,0,4,130,320000,123.55,8856,5/15/2015,8/14/2015,YESY,9/15/2015,310000,119.6911197,2590,2000
"2232 Autumn Oak Pl, Stockton, CA 95209-4228",95209,2,2,0,4,0,289900,158.76,6334,5/15/2015,6/2/2015,NONO,7/15/2015,290000,158.8170865,1826,2004
"5943 POPPY SHORES Way, Stockton, CA 95219-7264",95219,2,2,1,4,52,315000,151.37,3999,5/19/2015,7/3/2015,NONO,8/12/2015,315000,151.3695339,2081,2008
"10830 Flaming Star Ln, Stockton, CA 95209-4260",95209,2,2,1,4,0,275000,116.77,5990,5/19/2015,3/21/2016,NONO,3/31/2016,260400,110.5732484,2355,2005
"10511 Ian Ct, Stockton, CA 95209",95209,2,3,0,5,0,359756,133.64,5516,5/20/2015,8/29/2015,NONO,11/3/2015,359756,133.6389302,2692,2015
"1941 Lonnie Beck Way, Stockton, CA 95209",95209,2,3,0,5,0,344000,120.79,5332,5/21/2015,6/4/2015,NONO,6/30/2015,335000,117.6264045,2848,2006
"10637 Pleasant Valley Cir, Stockton, CA 95209-3721",95209,2,2,1,3,118,315000,178.67,5179,6/15/2015,6/25/2015,YESY,8/14/2015,315000,178.672717,1763,1996
"10847 Pleasant Valley Cir, Stockton, CA 95209-3723",95209,2,2,1,3,140,299000,151.39,5001,5/21/2015,6/5/2015,YESY,8/10/2015,299000,151.3924051,1975,1994
"5704 Miramonte Way, Stockton, CA 95219-7172",95219,4,4,1,4,152,849900,175.42,13447,5/26/2015,4/29/2016,NONO,6/6/2016,825000,170.2786378,4845,2004
"10445 Lone Star Way, Stockton, CA 95209-4554",95209,2,2,0,4,0,329500,157.28,5798,5/26/2015,11/19/2015,NONO,1/8/2016,325000,155.1312649,2095,2004
"10320 Bridgeview Ln, Stockton, CA 95219-7280",95219,3,3,0,4,45,349900,133.8,5519,5/26/2015,7/6/2015,NONO,7/17/2015,355000,135.7552581,2615,2007
"5959 Melones Way, Stockton, CA 95219",95219,2,2,1,4,41,320000,153.77,4143,5/27/2015,6/11/2015,YESY,7/27/2015,320000,153.7722249,2081,2010
"5540 Cortina Ln, Stockton, CA 95219-7157",95219,3,2,1,4,62,389000,178.69,7410,5/27/2015,6/11/2015,YESY,7/28/2015,389000,178.6862655,2177,2003
"10110 Jennifer Ln, Stockton, CA 95209-5400",95209,2,2,0,3,30,328990,168.11,9820,5/27/2015,7/3/2015,NONO,1/19/2016,354970,181.3847726,1957,2015
"10122 Jennifer Ln, Stockton, CA 95209-5400",95209,2,2,0,3,30,312990,176.93,6600,5/27/2015,9/22/2015,NONO,1/26/2016,313271,177.089316,1769,
"5937 Melones Way, Stockton, CA 95219-7262",95219,2,2,1,3,52,304900,168.17,3598,5/28/2015,6/26/2015,NONO,8/31/2015,300000,165.471594,1813,2007
"10061 Macon Dr, Stockton, CA 95209-4510",95209,0,2,0,3,0,259900,148.68,6970,5/29/2015,6/10/2015,YESY,7/10/2015,282000,161.3272311,1748,2000
"10932 St Moritz Cir, Stockton, CA 95209-4356",95209,3,3,0,4,130,479000,140.26,7693,6/1/2015,6/7/2015,NONO,7/13/2015,479000,140.2635432,3415,2006
"810 Yardley Dr, Stockton, CA 95209-4353",95209,2,4,0,5,125,425000,134.71,8525,6/2/2015,11/30/2015,YESY,12/31/2015,415000,131.5372425,3155,2005
"10126 Capetown Ln, Stockton, CA 95219-7255",95219,2,2,1,4,50,329000,132.02,4805,6/1/2015,9/9/2015,NONO,9/30/2015,329000,132.0224719,2492,2006
"4218 Black Butte Cir, Stockton, CA 95209",95209,2,2,1,3,130,314950,140.41,5998,5/8/2015,5/23/2015,NONO,7/15/2015,314950,140.4146233,2243,2000
"10761 Wave Crest Ln, Stockton, CA 95209-4284",95209,2,2,0,4,0,332777,152.44,8507,6/8/2015,6/22/2015,NONO,7/30/2015,330000,151.1681173,2183,2006
"3029 White Oak Dr, Stockton, CA 95209-3917",95209,2,2,1,4,150,284998,146,3960,6/9/2015,7/6/2015,NONO,8/4/2015,284500,145.7479508,1952,2004
"3459 Grandi, Stockton, CA 95209",95209,2,2,1,4,139,310000,141.55,5998,6/9/2015,6/19/2015,YESY,7/30/2015,325000,148.4018265,2190,2000
"10363 Big Oak Cir, Stockton, CA 95209-4560",95209,3,3,0,4,0,339900,128.7,6377,6/10/2015,7/4/2015,NONO,8/17/2015,336000,127.2245362,2641,2004
"5922 Melones Way, Stockton, CA 95219-7262",95219,3,3,0,4,52,399999,152.96,5702,6/10/2015,7/15/2015,YESY,8/20/2015,382500,146.2715105,2615,2010
"5445 COSUMNES DR, Stockton, CA 95219",95219,3,3,0,5,62,439500,139.08,7906,7/9/2015,8/18/2015,NONO,9/17/2015,430000,136.0759494,3160,2004
"10450 Galveston Way, Stockton, CA 95209-4255",95209,3,3,0,4,0,315000,119.27,5998,6/15/2015,6/19/2015,NONO,7/1/2015,320000,121.1662249,2641,2006
"10402 Sunny Ridge Ct, Stockton, CA 95209",95209,2,3,0,5,0,335000,117.3,7579,6/16/2015,6/26/2015,NONO,8/14/2015,350000,122.5490196,2856,2004
"6371 Crestview Cir, Stockton, CA 95219-7199",95219,3,2,1,3,62,325000,148.27,6268,6/22/2015,7/6/2015,NONO,9/8/2015,320000,145.9854015,2192,2004
"10601 Hidden Grove Cir, Stockton, CA 95209",95209,3,3,0,5,0,309000,141.1,7353,6/23/2015,7/24/2015,NONO,8/13/2015,280000,127.8538813,2190,2004
"10754 Sand Castle Way, Stockton, CA 95209-4272",95209,3,3,0,4,0,409500,109,7562,6/23/2015,7/15/2015,NONO,9/3/2015,395000,105.1370775,3757,2006
"5639 Westchester Cir, Stockton, CA 95219-7169",95219,3,3,0,4,62,489950,154.75,6207,6/23/2015,6/27/2015,YESY,8/14/2015,475000,150.0315856,3166,2003
"5940 Pebblestone Way, Stockton, CA 95219-7269",95219,2,3,0,4,48,299000,139.65,3999,6/22/2015,7/8/2015,NONO,9/4/2015,299000,139.6543671,2141,2008
"5441 Gladstone Dr, Stockton, CA 95219-7128",95219,2,2,0,3,275,306900,159.02,5998,6/24/2015,10/5/2015,YESY,11/19/2015,306500,158.8082902,1930,2003
"3789 Hepburn, Stockton, CA 95209",95209,2,2,0,3,160,265000,186.36,6046,6/24/2015,6/30/2015,YESY,7/31/2015,258000,181.4345992,1422,2000
"5270 Loki Ln, Stockton, CA 95219",95219,2,2,1,3,109,304900,150.27,4143,6/24/2015,8/10/2015,YESY,9/4/2015,291500,143.666831,2029,2006
"10533 Tank House Dr, Stockton, CA 95209-4339",95209,3,3,0,4,125,384700,127.64,5990,6/25/2015,7/16/2015,YESY,8/31/2015,384700,127.6376908,3014,2005
"5712 Natoma Cir, Stockton, CA 95219",95219,3,3,0,4,62,352500,154.61,6081,6/26/2015,8/21/2015,NONO,9/18/2015,352000,154.3859649,2280,2003
"4197 Maddie Cir, Stockton, CA 95209-3805",95209,3,3,0,4,145,349950,136.97,6774,6/29/2015,7/16/2015,YESY,8/20/2015,350000,136.9863014,2555,2001
"10618 Wishon Dr, Stockton, CA 95219-7160",95219,3,2,0,4,0,329000,156.59,7122,7/27/2015,4/20/2016,NONO,7/4/2016,326500,155.4021894,2101,2003
"10948 Dutch Tulip Dr, Stockton, CA 95209-3777",95209,2,2,1,3,100,241000,140.52,2669,7/27/2015,11/13/2015,NONO,12/18/2015,246000,143.4402332,1715,2006
"5742 Natoma Cir, Stockton, CA 95219-7120",95219,3,2,0,4,60,319900,154.54,6299,6/28/2015,7/10/2015,YESY,8/5/2015,321500,155.3140097,2070,2002
"10337 Pebble Run Ln, Stockton, CA 95209-4533",95209,2,2,0,3,0,269900,153.7,5001,6/30/2015,7/13/2015,NONO,9/4/2015,265000,150.9111617,1756,2003
"1210 Cypress Run Dr, Stockton, CA 95209-4500",95209,3,2,0,4,0,340000,146.74,6007,6/2/2015,6/22/2015,NONO,8/18/2015,330000,142.4255503,2317,2003
"10075 River Bluff Ln, Stockton, CA 95209-4127",95209,3,2,0,4,100,289000,146.63,6098,6/3/2015,6/24/2015,NONO,8/4/2015,295000,149.6702182,1971,1994
"2912 River Falls Ct, Stockton, CA 95209-4136",95209,3,3,0,5,87,350000,163.17,10398,7/3/2015,7/7/2015,YESY,8/4/2015,350000,163.1701632,2145,1992
"2211 Autumn Oak Pl, Stockton, CA 95209-4228",95209,2,2,0,3,0,270000,161.97,5454,7/1/2015,7/11/2015,NONO,7/31/2015,260000,155.9688062,1667,2004
"10882 Arrowood Dr, Stockton, CA 95219-7202",95219,2,2,1,4,62,315000,143.57,5001,8/3/2015,10/17/2015,YESY,12/1/2015,310000,141.2944394,2194,2004
"1021 Green Ridge Dr, Stockton, CA 95209",95209,2,2,0,3,0,344900,157.42,7200,7/7/2015,7/12/2015,NONO,8/21/2015,329500,150.3879507,2191,2003
"3112 Sweet Lilac Way, Stockton, CA 95209-3773",95209,2,3,0,5,100,280000,120.02,4082,7/7/2015,1/11/2016,NONO,2/19/2016,285000,122.1603086,2333,2006
"10035 Reflection Ln, Stockton, CA 95219-7127",95219,2,2,0,3,60,299000,150.86,9113,7/9/2015,7/10/2015,NONO,8/24/2015,299000,150.8577195,1982,2003
"2234 Lonnie Beck Way, Stockton, CA 95209-4197",95209,2,2,1,4,0,314990,133.41,5841,7/8/2015,10/13/2015,NONO,11/30/2015,310000,131.3002965,2361,2003
"5409 Asbury Way, Stockton, CA 95219",95219,3,2,1,5,65,379000,126.42,7018,7/9/2015,11/5/2015,YESY,12/18/2015,370000,123.4156104,2998,2003
"10003 Castlebrook Ct, Stockton, CA 95219-7183",95219,3,3,0,4,62,333000,139.04,6821,8/5/2015,1/5/2016,YESY,2/11/2016,330000,137.7870564,2395,2004
"3006 Joshua Tree Cir, Stockton, CA 95209--380",95209,2,3,0,4,440,345000,138.06,6469,7/9/2015,7/19/2015,NONO,9/2/2015,337500,135.0540216,2499,2001
"2413 Swainsons Hawk, Stockton, CA 95209",95209,3,3,0,4,0,398850,106.16,7396,8/11/2015,8/27/2015,NONO,9/22/2015,377500,100.4791057,3757,2006
"1295 Elkhorn Dr, Stockton, CA 95209",95209,2,2,1,4,0,349000,131.6,17202,7/13/2015,8/13/2015,NONO,9/15/2015,349101,131.6368778,2652,1965
"10717 James Bay Ln, Stockton, CA 95209-3829",95209,2,3,0,4,270,410000,141.72,8255,7/14/2015,9/3/2015,YESY,10/14/2015,398500,137.7462841,2893,2007
"5534 Havencrest Cir, Stockton, CA 95219-7178",95219,3,3,0,4,65,390000,131.85,9426,8/15/2015,12/18/2015,YESY,1/20/2016,390000,131.8458418,2958,2004
"10920 Lava Bed Ln, Stockton, CA 95209-3717",95209,3,2,0,3,0,259950,160.96,6199,7/15/2015,7/17/2015,NONO,8/31/2015,275950,170.8668731,1615,1993
"10028 Kane Way, Stockton, CA 95209",95209,3,3,0,5,210,335000,137.3,6713,7/9/2015,7/30/2015,NONO,9/16/2015,335000,137.295082,2440,2000
"10836 Fire Island Cir, Stockton, CA 95209-3719",95209,2,2,0,4,143,300000,159.15,6116,7/16/2015,8/26/2015,YESY,10/1/2015,295000,156.4986737,1885,1993
"10125 River Falls Cir, Stockton, CA 95209-4138",95209,3,3,0,5,87,350000,163.17,7497,7/18/2015,7/28/2015,NONO,9/4/2015,330000,153.8461538,2145,1993
"1937 Praire Ln, Stockton, CA 95209-4531",95209,3,3,0,5,30,350000,107.63,6120,7/20/2015,8/19/2015,NONO,9/18/2015,350000,107.6260763,3252,2006
"5952 Poppy Shores Way, Stockton, CA 95219",95219,2,2,1,3,52,304990,168.22,3762,8/26/2015,9/11/2015,NONO,11/5/2015,301000,166.023166,1813,2008
"1339 Green Ridge Dr, Stockton, CA 95209-4537",95209,2,3,0,4,0,285000,124.89,5083,7/24/2015,9/18/2015,NONO,10/14/2015,287000,125.7668712,2282,2003
"10432 River Oaks Dr, Stockton, CA 95209-4102",95209,2,2,0,3,0,257000,180.73,5162,7/24/2015,8/18/2015,NONO,9/11/2015,252500,177.5668073,1422,1998
"10435 Humboldt Pl, Stockton, CA 95209-3753",95209,3,2,1,4,143,359950,164.36,8991,8/31/2015,9/7/2015,YESY,10/14/2015,366000,167.1232877,2190,1998
"10524 Arianne Drive, Stockton, CA 95209",95209,2,3,0,4,0,370000,123.95,6024,9/1/2015,5/23/2016,NONO,7/28/2016,370000,123.9530988,2985,2010
"10304 Oak Crest Ct, Stockton, CA 95209",95209,2,2,0,3,0,279000,158.88,7305,7/29/2015,8/21/2015,NONO,10/2/2015,280000,159.453303,1756,2002
"10810 Arrowood Dr, Stockton, CA 95219-7202",95219,2,2,1,4,62,324900,148.09,5415,7/31/2015,9/10/2015,YESY,11/10/2015,305000,139.0154968,2194,2005
"10943 Morning Star Pl, Stockton, CA 95209",95209,2,3,0,5,0,359000,126.05,6747,7/31/2015,8/4/2015,NONO,9/4/2015,365000,128.1601124,2848,2005
"10140 Jennifer Ln, Stockton, CA 95209-5400",95209,2,3,0,5,30,369190,139.53,6600,7/3/2015,8/12/2015,NONO,3/2/2016,398641,150.6579743,2646,
"10024 Lena Ct, Stockton, CA 95209",95209,2,3,0,5,150,389999,143.96,9435,6/30/2015,8/27/2015,YESY,10/16/2015,385000,142.118863,2709,1999
"10529 Hidden Grove Cir, Stockton, CA 95209-4223",95209,2,2,0,4,0,275000,160.72,6299,8/2/2015,8/6/2015,NONO,9/18/2015,275000,160.7247224,1711,2004
"9937 Putnam Way, Stockton, CA 95209-4509",95209,2,2,0,4,190,300000,170.84,6220,8/3/2015,8/17/2015,YESY,9/24/2015,297000,169.1343964,1756,2000
"5926 Silveroak Cir, Stockton, CA 95219-7187",95219,3,2,1,4,62,349900,149.08,5702,8/2/2015,12/27/2015,YESY,2/5/2016,345000,146.9961653,2347,2004
"1855 Praire Ln, Stockton, CA 95209-4576",95209,3,2,1,4,40,329000,121.94,6120,8/3/2015,8/13/2015,NONO,9/15/2015,340000,126.0192735,2698,2006
"10299 Nations Cir, Stockton, CA 95209",95209,3,3,0,4,0,320000,121.17,5798,8/3/2015,9/7/2015,NONO,10/16/2015,325000,123.0594472,2641,2003
"10725 Tank House Dr, Stockton, CA 95209-4341",95209,3,3,0,4,125,399000,124.65,5998,8/4/2015,1/7/2016,YESY,2/18/2016,399000,124.6485473,3201,2005
"5846 Pebblestone Way, Stockton, CA 95219-7268",95219,2,2,1,4,52,349888,168.13,3842,8/10/2015,10/24/2015,NONO,1/8/2016,339888,163.3291687,2081,2007
"10564 Clarks Fork Cir, Stockton, CA 95219-7181",95219,2,2,1,4,150,319000,149.07,6695,8/11/2015,9/24/2015,YESY,10/20/2015,319000,149.0654206,2140,2004
"2123 Orvis Dr, Stockton, CA 95209-4507",95209,2,3,0,4,0,299900,148.25,6721,8/10/2015,9/11/2015,NONO,10/6/2015,303000,149.7775581,2023,2000
"2328 Autumn Oak Pl, Stockton, CA 95209-4227",95209,2,2,1,4,0,339000,143.95,6652,8/18/2015,11/7/2015,NONO,12/22/2015,333000,141.4012739,2355,2003
"10545 Rubicon Ave, Stockton, CA 95219-7184",95219,3,2,1,4,62,324900,151.82,7632,9/14/2015,12/14/2015,YESY,1/22/2016,315000,147.1962617,2140,2003
"10944 St Mortiz, Stockton, CA 95209",95209,2,3,0,4,132,449000,153.24,8307,8/17/2015,9/11/2015,NONO,10/27/2015,449000,153.2423208,2930,2006
"10380 ALMANOR Cir, Stockton, CA 95219-7100",95219,2,2,0,4,62,305000,155.14,6478,8/20/2015,9/9/2015,YESY,10/7/2015,302000,153.6113937,1966,2003
"2325 Breaker Way, Stockton, CA 95209-4286",95209,2,3,0,5,0,349000,131.9,5824,9/17/2015,9/30/2015,NONO,10/30/2015,347000,131.1413454,2646,2006
"6056 Silveroak Cir, Stockton, CA 95219",95219,2,3,1,5,62,355000,137.33,5833,9/18/2015,10/26/2015,YESY,12/8/2015,357500,138.2978723,2585,2005
"10006 Capetown Lane, Stockton, CA 95219",95219,2,3,1,5,52,449000,157.05,11726,8/26/2015,9/1/2015,YESY,10/14/2015,449000,157.0479189,2859,2008
"10024 Thompson Way, Stockton, CA 95209",95209,2,2,0,3,210,280000,159.45,7148,8/26/2015,9/2/2015,NONO,9/25/2015,280000,159.453303,1756,2001
"1326 Deepwell Dr, Stockton, CA 95209-4360",95209,2,2,1,5,110,449000,144,8886,8/27/2015,9/2/2015,YESY,10/9/2015,455000,145.9268762,3118,2005
"10523 Hidden Grove Cir, Stockton, CA 95209-4223",95209,3,2,1,4,0,315000,143.84,7349,8/28/2015,9/21/2015,NONO,10/15/2015,312000,142.4657534,2190,2004
"6320 Antler Ct, Stockton, CA 95219-7204",95219,3,2,1,5,62,324900,117.33,6364,9/4/2015,12/1/2015,YESY,1/22/2016,320000,115.565186,2769,2004
"10504 Arianne Dr, Stockton, CA 95209",95209,2,2,0,3,0,319000,163.25,5868,9/26/2015,10/29/2015,NONO,12/10/2015,319000,163.2548618,1954,2007
"3097 English Oak Cir, Stockton, CA 95209-3922",95209,2,2,1,3,100,262500,131.91,3507,9/6/2015,9/6/2015,YESY,10/16/2015,257000,129.1457286,1990,2004
"10607 Chatfield Ct, Stockton, CA 95209-4241",95209,3,2,0,4,0,360000,143.71,9104,9/6/2015,10/13/2015,NONO,12/11/2015,340000,135.7285429,2505,2005
"10922 Wildberry Ln, Stockton, CA 95209",95209,2,2,1,4,100,265000,124.18,3297,9/7/2015,9/26/2015,NONO,10/14/2015,260000,121.836926,2134,2006
"10453 Rudder Way, Stockton, CA 95209-4348",95209,2,3,0,5,105,318500,162.09,6068,7/31/2015,12/29/2015,YESY,2/19/2016,318500,162.086514,1965,2005
"10925 Dutch Tulip Dr, Stockton, CA 95209-3777",95209,2,3,0,5,100,280000,130.84,2548,9/28/2015,2/22/2016,NONO,4/7/2016,280000,130.8411215,2140,2006
"10635 christopher, Stockton, CA 95209-4408",95209,2,2,0,3,0,299000,181.65,5506,9/30/2015,10/12/2015,NONO,11/19/2015,295000,179.2223572,1646,2010
"10924 Sea Hawk Ct, Stockton, CA 95209-4294",95209,2,3,0,5,0,395000,149.28,8712,8/1/2015,10/5/2015,YESY,10/13/2015,395000,149.281935,2646,2006
"10160 Creek Trail Cir, Stockton, CA 95209-4173",95209,3,2,0,4,90,337500,161.48,11073,9/10/2015,10/24/2015,YESY,12/7/2015,332000,158.8516746,2090,1997
"10829 Meadowmont Way, Stockton, CA 95219-7174",95219,2,3,0,5,62,329950,153.54,5602,10/1/2015,10/21/2015,NONO,11/17/2015,332000,154.4904607,2149,2003
"5311 Asbury Way, Stockton, CA 95219-7162",95219,3,3,0,5,65,379950,131.84,8673,10/2/2015,12/31/2015,NONO,2/12/2016,377900,131.1242193,2882,2003
"3636 Iron Canyon Cir, Stockton, CA 95209-3601",95209,3,3,0,4,130,320000,133.61,7741,9/10/2015,10/3/2015,NONO,1/14/2016,320000,133.611691,2395,2001
"3841 Vancouver Cir, Stockton, CA 95209-3733",95209,3,2,0,3,143,279950,161.35,6355,9/10/2015,9/19/2015,NONO,10/20/2015,285000,164.2651297,1735,1995
"10057 Noyo Lane, Stockton, CA 95219",95219,3,2,0,3,72,330000,138.71,7476,9/10/2015,9/16/2015,NONO,10/19/2015,340000,142.9171921,2379,2003
"5909 Beacon Port Way, Stockton, CA 95219",95219,2,3,1,5,52,409900,143.37,5523,9/11/2015,1/7/2016,NONO,2/16/2016,400000,139.9090591,2859,2007
"10123 Rudder Way, Stockton, CA 95209-4345",95209,2,2,1,4,100,293500,154.23,0,9/11/2015,11/2/2015,YESY,11/17/2015,279000,146.6106148,1903,2005
"10517 Clarks Fork Cir, Stockton, CA 95219-7181",95219,2,3,0,4,150,345000,129.31,6495,9/14/2015,10/10/2015,YESY,12/4/2015,345000,129.3103448,2668,2003
"1456 Cypress Run Dr, Stockton, CA 95209-4532",95209,2,3,0,4,0,329000,144.17,5576,10/5/2015,1/29/2016,NONO,2/26/2016,329000,144.1717791,2282,2002
"10138 Capetown Ln, Stockton, CA 95219-7255",95219,2,2,1,4,50,330000,119.39,4731,9/11/2015,10/17/2015,NONO,12/22/2015,340000,123.0101302,2764,2006
"5817 Melones Way, Stockton, CA 95219",95219,2,3,0,4,55,339000,159.23,3598,10/12/2015,10/22/2015,NONO,12/9/2015,344000,161.5782057,2129,2009
"10535 Christopher Ct, Stockton, CA 95209-4409",95209,2,3,0,4,0,325000,155.35,5563,9/15/2015,11/11/2015,NONO,12/16/2015,325000,155.3537285,2092,2010
"1221 Green Ridge Dr, Stockton, CA 95209",95209,2,3,0,5,0,358900,124.06,7200,9/16/2015,11/4/2015,NONO,12/23/2015,346600,119.8064293,2893,2003
"3453 Sitka Ct, Stockton, CA 95209-3745",95209,2,2,0,3,144,280000,161.38,6639,9/15/2015,9/25/2015,YESY,10/29/2015,281000,161.9596542,1735,1996
"1865 Orvis Dr, Stockton, CA 95209",95209,3,3,0,5,219,410000,152.02,7218,9/20/2015,9/30/2015,YESY,10/26/2015,410000,152.0207638,2697,1999
"4093 Maddie Cir, Stockton, CA 95209-3767",95209,2,2,0,4,145,299900,143.29,5998,9/21/2015,10/28/2015,NONO,11/18/2015,295500,141.1849021,2093,2000
"3149 English Oak Cir, Stockton, CA 95209-3921",95209,2,2,1,3,100,245000,147.06,5384,9/21/2015,10/1/2015,NONO,11/2/2015,245000,147.0588235,1666,2004
"10456 Albert Dr, Stockton, CA 95209-4585",95209,2,2,0,4,0,319950,174.65,5950,9/23/2015,11/3/2015,NONO,11/13/2015,313000,170.8515284,1832,2011
"4284 Black Butte Cir, Stockton, CA 95209-3503",95209,3,3,0,5,130,415000,148.75,7222,10/26/2015,11/23/2015,YESY,1/5/2016,394820,141.5125448,2790,2001
"10463 River Oaks Dr, Stockton, CA 95209",95209,2,3,0,5,0,345000,136.2,5541,10/26/2015,1/25/2016,NONO,3/4/2016,345000,136.2021319,2533,1999
"10269 Point Reyes Cir, Stockton, CA 95209",95209,3,3,0,4,0,315000,117.41,8063,9/20/2015,12/9/2015,YESY,12/30/2015,320000,119.2694745,2683,1993
"10455 Cherise Way, Stockton, CA 95209",95209,2,3,0,4,0,340000,149.12,5981,9/27/2015,11/18/2015,NONO,12/31/2015,330000,144.7368421,2280,2007
"3441 Tupelo, Stockton, CA 95209",95209,3,3,0,4,137,359000,178.78,6508,9/27/2015,4/9/2016,YESY,5/17/2016,350000,174.3027888,2008,1996
"3401 Mesa Verde Cir, Stockton, CA 95209-3607",95209,2,3,0,4,227,354888,133.02,7166,9/28/2015,12/31/2015,NONO,1/29/2016,354888,133.0164918,2668,2000
"1715 Orvis, Stockton, CA 95209-4504",95209,2,2,0,3,210,303500,172.84,6299,9/29/2015,10/2/2015,NONO,11/10/2015,300000,170.8428246,1756,1999
"10108 Capetown Ln, Stockton, CA 95219-7255",95219,2,2,1,4,52,389000,145.15,4918,9/30/2015,12/12/2015,NONO,1/20/2016,382500,142.7238806,2680,2006
"3207 Joshua Tree Cir, Stockton, CA 95209",95209,3,3,0,5,150,410000,179.82,7135,11/2/2015,2/16/2016,YESY,6/30/2016,385000,168.8596491,2280,2001
"5512 Havencrest Cir, Stockton, CA 95219-7178",95219,3,3,0,4,66,380000,128.47,8756,11/5/2015,2/21/2016,YESY,3/4/2016,330000,111.5618661,2958,2004
"10256 Marsters Way, Stockton, CA 95209-4375",95209,3,4,0,4,110,449000,178.6,10467,11/4/2015,1/30/2016,YESY,3/11/2016,435000,173.0310263,2514,2005
"4185 Maddie Cir, Stockton, CA 95209-3805",95209,3,4,0,4,145,425000,133.98,8738,9/8/2015,10/20/2015,YESY,12/4/2015,416000,131.147541,3172,2000
"10334 Lombard Ct, Stockton, CA 95209-3905",95209,2,2,1,4,150,299950,159.29,7200,9/9/2015,9/17/2015,NONO,11/6/2015,305000,161.9755709,1883,1999
"9965 Liotard Dr, Stockton, CA 95209",95209,3,3,0,4,210,354900,145.45,7200,11/12/2015,12/30/2015,NONO,2/29/2016,345000,141.3934426,2440,2001
