Address,Address - Zip Code,# of Garage Spaces,Bathrooms - Full,Bathrooms - Half,Bedrooms,HOA Dues,Listing Price,Price_Per_SQFT_LISTING,Lot Size - Sq Ft,Listing Date,Pending Date,Pool,Selling Date,Selling Price,Selling_Price_Per_Sqft,Square Footage,Year Built
"10986 Iris Bloom Dr Stockton, CA 95209-3790",95209,2,2,1,3,90,169900,98.04,3485,11/2/2009,2/5/2010,NONO,3/19/2010,154900,89.38257357,1733,2006
"3661 Hepburn Cir Stockton, CA 95209-3908",95209,1,2,1,3,125,150000,79.66,4792,8/14/2012,10/17/2012,YESY,11/20/2012,150000,79.66011683,1883,1999
"3045 English Oak Cir Stockton, CA 95209-3922",95209,2,2,1,3,349,150000,76.1,3485,3/14/2012,7/3/2012,NONO,8/2/2012,150100,76.15423643,1971,2004
"3541 Hepburn Cir Stockton, CA 95209-3902",95209,2,2,1,4,124,149000,79.13,3920,5/24/2011,8/19/2011,NONO,9/16/2011,150500,79.92565056,1883,1999
"3327 Mansfield Ct Stockton, CA 95209-3904",95209,2,2,1,4,124,148800,93,6098,11/23/2011,1/6/2012,NONO,2/27/2012,150800,94.25,1600,1999
"3525 Des Moines Dr Stockton, CA 95209-3747",95209,3,3,0,4,125,155000,73.81,6970,6/18/2012,7/3/2012,NONO,8/13/2012,155000,73.80952381,2100,1998
"10246 Chaplin Ct Stockton, CA 95209-3916",95209,2,2,0,3,408,149900,138.16,4792,1/27/2009,2/4/2009,NONO,4/10/2009,151000,139.1705069,1085,2000
"2504 Eagle Rock Cir Stockton, CA 95209-4177",95209,2,2,1,4,0,151500,80.46,5663,5/11/2011,5/23/2011,NONO,6/13/2011,155000,82.31545406,1883,1998
"2522 Eagle Rock Cir Stockton, CA 95209-4177",95209,2,2,0,3,0,152900,107.52,4792,3/23/2011,5/11/2011,NONO,6/14/2011,155000,109.0014065,1422,1998
"3096 Scarlet Oak Dr Stockton, CA 95209-3918",95209,2,2,1,4,76,165000,75.76,3920,3/15/2011,6/23/2011,NONO,7/28/2011,155000,71.16620753,2178,2005
"10894 Fire Island Cir Stockton, CA 95209-3703",95209,3,2,0,3,123,159000,111.34,6970,7/13/2011,7/13/2011,NONO,7/28/2011,155000,108.5434174,1428,1994
"10471 Albert Dr Stockton, CA 95209-4585",95209,2,3,1,4,0,187900,93.95,5227,6/23/2011,8/16/2011,NONO,8/22/2011,155000,77.5,2000,2008
"10931 Iris Bloom Dr Stockton, CA 95209-3790",95209,2,2,1,3,98,155000,72.46,0,6/14/2011,6/27/2011,NONO,8/26/2011,155000,72.46376812,2139,2007
"3451 Hepburn Cir Stockton, CA 95209-3912",95209,2,2,1,4,130,139500,87.19,4879,4/22/2011,8/1/2011,NONO,8/30/2011,155000,96.875,1600,2000
"10701 Sellers Cir Stockton, CA 95209-3815",95209,2,3,1,5,395,157900,69.13,2614,4/12/2011,7/20/2011,YESY,8/31/2011,155000,67.86339755,2284,2007
"9951 River View Cir Stockton, CA 95209-4165",95209,3,2,0,3,55,155000,105.8,5663,5/3/2011,8/31/2011,NONO,9/27/2011,155000,105.8020478,1465,1996
"6534 Crestview Cir Stockton, CA 95219-7197",95219,2,2,0,3,62,172900,103.29,4792,9/29/2011,11/14/2011,NONO,12/22/2011,155000,92.59259259,1674,2004
"3313 English Oak Cir Stockton, CA 95209-3919",95209,2,2,1,3,110,154900,96.39,3485,1/23/2012,1/26/2012,NONO,2/28/2012,154900,96.39079029,1607,2004
"3015 ENGLISH OAK Stockton, CA 95209",95209,2,2,1,3,0,155000,101.11,3485,1/16/2009,2/10/2009,NONO,3/18/2009,155000,101.1089367,1533,2004
"4104 Black Butte Cir Stockton, CA 95209-3502",95209,2,2,0,3,100,155900,109.4,8276,1/21/2009,3/24/2009,NONO,6/8/2009,155000,108.7719298,1425,2000
"10698 Sellers Cir Stockton, CA 95209-3813",95209,2,2,1,3,385,154900,101.44,3049,4/30/2009,5/8/2009,NONO,7/9/2009,155000,101.5062213,1527,2007
"4138 Black Butte Cir Stockton, CA 95209-3502",95209,2,2,0,3,119,155000,100.58,8276,12/7/2009,2/5/2010,NONO,2/26/2010,155000,100.5840363,1541,2000
"10918 Iris Bloom Dr Stockton, CA 95209-3790",95209,0,2,1,3,96,140000,75.72,2178,7/12/2010,2/16/2011,NONO,3/22/2011,155000,83.82909681,1849,2006
"3026 English Oak Cir Stockton, CA 95209-3922",95209,2,2,1,3,350,159000,98.94,4356,1/11/2011,3/16/2011,NONO,4/1/2011,155000,96.45301805,1607,2005
"823 Rubino Ct Stockton, CA 95209-4355",95209,2,2,0,3,105,134900,83.58,6970,5/28/2012,8/20/2012,YESY,12/21/2012,155000,96.03469641,1614,2004
"10909 Honeysuckle Way Stockton, CA 95209-3787",95209,2,2,1,3,96,157900,85.4,3920,6/1/2010,8/28/2010,NONO,9/29/2010,158000,85.45159546,1849,2006
"10869 Fire Island Cir Stockton, CA 95209-3702",95209,2,2,0,3,0,162900,92.24,5227,12/6/2010,12/18/2010,NONO,1/31/2011,158000,89.46772367,1766,1993
"10207 River Park Cir Stockton, CA 95209-4183",95209,2,2,1,4,180,154900,77.33,5663,10/13/2010,12/23/2010,NONO,2/2/2011,158000,78.88167748,2003,1999
"3030 White Oak Dr Stockton, CA 95209-3917",95209,2,2,1,3,346,137800,97.04,0,1/22/2013,2/11/2013,YESY,6/24/2013,155000,109.1549296,1420,2004
"823 Cowell Way Stockton, CA 95209-4352",95209,2,2,0,3,105,155000,96.03,5227,3/20/2013,3/25/2013,YESY,8/29/2013,155000,96.03469641,1614,2005
"10943 Wildberry Ln Stockton, CA 95209-3786",95209,2,2,1,4,96,155200,74.33,2614,4/11/2012,4/20/2012,NONO,5/18/2012,155800,74.61685824,2088,2006
"3065 White Oak Dr Stockton, CA 95209-3917",95209,2,2,1,3,355,145900,89.78,3485,6/3/2009,12/23/2009,NONO,12/23/2009,155900,95.93846154,1625,2004
"3453 Tupelo Dr Stockton, CA 95209-3743",95209,2,2,0,3,125,155000,109.15,5663,9/19/2011,1/18/2012,NONO,2/24/2012,156000,109.8591549,1420,1996
"10949 Dutch Tulip Dr Stockton, CA 95209-3777",95209,2,3,0,3,96,165900,89.72,2178,5/29/2010,7/2/2010,NONO,8/9/2010,159000,85.99242834,1849,2006
"10210 Chaplin Ct Stockton, CA 95209-3916",95209,2,2,1,3,123,152900,81.2,9583,2/1/2011,2/8/2011,YESY,3/18/2011,157000,83.37758895,1883,2000
"3121 Lafever Ct Stockton, CA 95209-3816",95209,2,3,1,4,418,155900,79.06,3485,6/8/2011,6/15/2011,NONO,7/28/2011,157000,79.61460446,1972,2007
"10278 River Park Cir Stockton, CA 95209-4183",95209,3,2,1,3,60,159950,79.86,6098,5/25/2011,8/1/2011,NONO,8/12/2011,157000,78.38242636,2003,1999
"10941 Peony Place Dr Stockton, CA 95209-3783",95209,2,2,1,4,97,160000,74.8,3485,7/19/2011,8/7/2011,NONO,10/20/2011,157000,73.39878448,2139,2006
"4012 Des Moines Dr Stockton, CA 95209-3759",95209,2,2,0,4,150,147000,78.19,6098,11/17/2011,11/30/2011,NONO,3/9/2012,155000,82.44680851,1880,1999
"3655 Ignacio Cir Stockton, CA 95209-3900",95209,2,2,1,3,245,150000,94.04,4792,11/23/2011,1/31/2012,NONO,3/27/2012,155000,97.17868339,1595,1999
"10946 Peony Place Dr Stockton, CA 95209-3783",95209,2,2,1,3,96,144500,67.55,3485,12/22/2011,3/18/2012,NONO,5/1/2012,157000,73.39878448,2139,2006
"3619 Hepburn Cir Stockton, CA 95209-3906",95209,2,3,0,3,126,149900,96.27,5227,3/2/2012,3/7/2012,NONO,4/11/2012,155000,99.55041747,1557,2000
"10919 Dutch Tulip Dr Stockton, CA 95209-3777",95209,2,2,1,4,96,159900,86.48,2178,2/9/2010,4/25/2010,NONO,5/28/2010,159900,86.47917793,1849,2006
"10853 Dutch Tulip Dr Stockton, CA 95209-3775",95209,2,3,0,4,96,160000,76.63,2178,9/20/2010,2/3/2011,NONO,3/25/2011,159900,76.58045977,2088,2007
"10717 Sellers Cir Stockton, CA 95209-3815",95209,2,2,1,3,384,169000,110.67,2614,9/20/2012,10/12/2012,NONO,12/19/2012,157000,102.815979,1527,2007
"5323 Vesta Cir Stockton, CA 95219-7247",95219,2,2,1,3,107,149000,73.44,3485,9/24/2011,5/26/2012,NONO,6/27/2012,155000,76.39231148,2029,2006
"3213 English Oak Cir Stockton, CA 95209-3920",95209,2,2,1,4,360,159000,77.18,6098,3/5/2012,7/1/2012,NONO,7/27/2012,155000,75.24271845,2060,2004
"27 Belluno Dr Stockton, CA 95209-4587",95209,2,2,1,4,189,155000,69.04,2614,6/6/2011,4/3/2012,YESY,9/21/2012,155000,69.04231626,2245,2007
"6395 Crestview Cir Stockton, CA 95219-7199",95219,3,2,0,4,58,155000,79.9,5663,5/3/2012,5/4/2012,NONO,11/5/2012,155000,79.89690722,1940,2004
"3006 English Oak Cir Stockton, CA 95209-3922",95209,2,2,1,3,1200,160000,81.97,4356,2/11/2010,2/23/2010,NONO,4/13/2010,160000,81.96721311,1952,2003
"10844 Fire Island Cir Stockton, CA 95209-3719",95209,3,2,0,3,123,149900,104.97,6098,2/26/2011,3/10/2011,NONO,4/8/2011,158000,110.6442577,1428,1993
"3547 Hepburn Cir Stockton, CA 95209-3902",95209,2,2,1,3,145,165000,117.27,3920,7/19/2012,7/30/2012,NONO,9/12/2012,158000,112.2956645,1407,1999
"10218 Brando Ct Stockton, CA 95209-3910",95209,2,2,1,3,123,159900,84.92,6534,7/16/2010,7/26/2010,NONO,8/27/2010,160000,84.97079129,1883,1999
"3102 English Oak Cir Stockton, CA 95209-3921",95209,2,2,1,3,365,150000,92.31,3920,4/21/2010,7/30/2010,NONO,8/31/2010,160000,98.46153846,1625,2004
"3325 English Oak Cir Stockton, CA 95209-3919",95209,2,2,1,3,350,146300,91.04,3485,7/13/2012,6/10/2013,NONO,6/10/2013,158000,98.31985065,1607,2004
"3231 Golden Poppy Ln Stockton, CA 95209-3788",95209,2,2,1,3,97,158500,74.1,3049,6/28/2010,10/19/2010,NONO,11/30/2010,160000,74.80130902,2139,2006
"10916 Peony Place Dr Stockton, CA 95209-3783",95209,2,2,1,4,92,160000,61.21,3049,8/28/2010,10/7/2010,NONO,1/5/2011,160000,61.20887529,2614,2006
"10978 Iris Bloom Dr Stockton, CA 95209-3790",95209,2,3,0,4,96,150000,71.84,2178,6/3/2010,12/31/2010,NONO,1/26/2011,160000,76.62835249,2088,2006
"10206 Brando Ct Stockton, CA 95209-3910",95209,2,2,1,4,0,164900,103.06,8712,11/24/2010,1/3/2011,NONO,2/25/2011,160000,100,1600,1999
"10878 Honeysuckle Way Stockton, CA 95209-3781",95209,2,2,1,4,96,158500,74.27,3485,8/10/2011,9/27/2011,NONO,11/7/2011,158500,74.27366448,2134,2006
"5209 Loki Ln Stockton, CA 95219-7245",95219,2,2,1,3,110,175900,105.65,2614,3/2/2009,3/31/2009,NONO,4/24/2009,159000,95.4954955,1665,2006
"10782 Fire Island Cir Stockton, CA 95209-3704",95209,2,2,0,3,124,155000,108.54,6098,4/28/2011,5/23/2011,YESY,7/12/2011,159000,111.3445378,1428,1993
"10901 Dutch Tulip Dr Stockton, CA 95209-3777",95209,2,3,0,5,96,165900,77.52,2178,5/4/2011,7/12/2011,NONO,9/29/2011,159000,74.29906542,2140,2006
"3538 Des Moines Dr Stockton, CA 95209-3747",95209,2,2,0,4,150,149900,79.73,6098,7/7/2011,8/4/2011,NONO,2/29/2012,159000,84.57446809,1880,1999
"10669 Sellers Cir Stockton, CA 95209-3813",95209,2,4,1,6,418,162500,71.81,2614,12/9/2011,1/17/2012,NONO,3/7/2012,159000,70.26071586,2263,2007
"4070 Black Butte Cir Stockton, CA 95209-3501",95209,2,2,0,4,120,159000,82.6,8276,4/21/2012,7/16/2012,YESY,8/24/2012,159000,82.5974026,1925,2000
"10944 Iris Bloom Dr Stockton, CA 95209-3790",95209,2,2,1,3,100,159390,86.2,2178,8/12/2009,8/20/2009,NONO,9/26/2009,159390,86.20335316,1849,2006
"3679 Hepburn Cir, Stockton, CA 95209-3908",95209,2,3,0,3,90,159547,113.4,4356,10/5/2011,10/12/2011,NONO,11/18/2011,159547,113.395167,1407,1998
"3426 Hepburn Cir Stockton, CA 95209-3912",95209,2,2,1,3,140,159900,113.65,4356,5/29/2009,6/5/2009,NONO,6/26/2009,159900,113.6460554,1407,2000
"10739 Fire Island Cir Stockton, CA 95209-3710",95209,2,2,0,3,124,145000,101.54,5227,11/17/2011,12/30/2011,NONO,1/30/2012,160000,112.0448179,1428,1993
"10320 Point Reyes Cir Stockton, CA 95209-4150",95209,2,2,0,3,0,159900,80.19,5227,5/18/2011,7/6/2011,NONO,9/29/2011,159900,80.19057172,1994,1993
"10240 River Park Cir Stockton, CA 95209-4183",95209,3,2,1,3,60,157000,78.38,6534,2/13/2012,4/24/2012,NONO,5/25/2012,157000,78.38242636,2003,1999
"6518 Crestview Cir Stockton, CA 95219-7197",95219,2,2,0,3,60,159900,97.09,4792,8/15/2011,11/14/2011,YESY,12/6/2011,159900,97.0856102,1647,2004
"3631 Ignacio Cir Stockton, CA 95209-3900",95209,2,2,0,3,242,159900,113.4,4356,9/29/2010,11/17/2010,NONO,12/7/2010,157500,111.7021277,1410,2000
"10801 Iris Bloom Dr Stockton, CA 95209-3789",95209,2,2,1,4,96,155000,75.94,3485,6/23/2012,6/29/2012,NONO,10/10/2012,157500,77.16805488,2041,2007
"10316 Lombard Ct Stockton, CA 95209-3905",95209,2,2,1,3,119,184900,98.19,3920,9/18/2009,9/30/2009,NONO,12/17/2009,158000,83.9086564,1883,1999
"3225 English Oak Cir Stockton, CA 95209-3920",95209,2,2,1,4,300,158000,76.7,3485,1/21/2010,4/1/2010,NONO,5/14/2010,158000,76.69902913,2060,2004
"1473 Elkhorn Dr Stockton, CA 95209-4317",95209,2,2,0,3,0,169000,96.35,15682,1/4/2010,6/25/2010,YESY,7/1/2010,160000,91.22006842,1754,1968
"10922 Wildberry Ln Stockton, CA 95209-3786",95209,2,2,1,4,96,150000,70.29,3049,8/3/2010,8/5/2010,NONO,10/29/2010,160000,74.97656982,2134,2006
"10026 Noyo Ln Stockton, CA 95219-7136",95219,2,2,0,3,0,160000,80.73,6970,1/6/2011,2/14/2011,NONO,2/25/2011,160000,80.72653885,1982,2003
"5303 Vesta Stockton, CA 95219",95219,2,3,0,4,112,164900,79.89,3485,1/14/2011,2/10/2011,NONO,3/17/2011,160000,77.51937984,2064,2006
"10610 Siskiyou Ln Stockton, CA 95209-3812",95209,2,3,1,4,418,164900,83.62,2614,2/23/2011,5/20/2011,NONO,6/17/2011,160000,81.13590264,1972,2007
"10501 Lake Point Ave Stockton, CA 95219-7274",95219,0,2,1,4,40,160000,90.45,3485,3/10/2011,5/24/2011,NONO,7/18/2011,160000,90.44657999,1769,2007
"3113 Lafever Ct Stockton, CA 95209-3816",95209,2,3,1,5,390,154900,67.67,3484,9/10/2010,3/4/2011,NONO,5/13/2011,160322,70.04019222,2289,2007
"3980 Vancouver Cir Stockton, CA 95209-3732",95209,2,2,0,3,123,153900,108.38,10019,8/11/2011,8/31/2011,NONO,9/7/2011,160000,112.6760563,1420,1995
"5515 Ridgeview Cir Stockton, CA 95219-7189",95219,2,2,0,3,59,164900,89.14,6970,5/2/2011,6/27/2011,NONO,10/21/2011,160000,86.48648649,1850,2004
"3436 Tupelo Dr Stockton, CA 95209-3743",95209,2,2,0,3,30,175000,100.86,6534,7/3/2011,8/30/2011,YESY,10/24/2011,160000,92.21902017,1735,1996
"10885 Iris Bloom Dr Stockton, CA 95209-3789",95209,2,2,1,4,98,160000,74.98,3049,10/19/2011,10/23/2011,NONO,11/9/2011,160000,74.97656982,2134,2007
"3002 English Oak Cir Stockton, CA 95209-3922",95209,2,2,1,4,115,161000,73.25,4792,1/21/2011,4/29/2011,NONO,5/23/2011,161000,73.24840764,2198,2003
"5272 Vesta Cir Stockton, CA 95219-7246",95219,2,3,0,4,107,151000,73.16,3049,8/27/2011,10/24/2011,YESY,11/30/2011,160000,77.51937984,2064,2006
"10290 River Park Cir Stockton, CA 95209-4183",95209,2,2,1,3,80,160000,79.88,6098,9/6/2011,11/22/2011,NONO,12/23/2011,160000,79.88017973,2003,1999
"10845 Peony Place Dr Stockton, CA 95209-3776",95209,2,2,1,4,97,160000,74.8,3485,10/10/2011,2/8/2012,NONO,2/29/2012,160000,74.80130902,2139,2006
"2863 Big Sur St Stockton, CA 95209-4114",95209,2,2,0,3,0,154900,93.6,5663,9/10/2010,9/29/2010,NONO,10/15/2010,162000,97.88519637,1655,1991
"10212 Lanier Ln Stockton, CA 95219-7115",95219,2,2,0,3,55,149999,81.08,6098,6/16/2011,9/23/2011,NONO,3/30/2012,160000,86.48648649,1850,2003
"10410 Donner Ave Stockton, CA 95209-3738",95209,2,2,0,3,125,156900,107.1,5663,12/6/2011,3/23/2012,NONO,4/6/2012,160000,109.2150171,1465,1997
"10223 Brando Ct Stockton, CA 95209-3910",95209,2,2,1,3,135,160000,123.08,5663,2/17/2010,5/28/2010,YESY,7/29/2010,162500,125,1300,1999
"10628 Davis Rd Stockton, CA 95209-4323",95209,2,2,0,3,0,157500,89.79,15682,10/1/2010,10/19/2010,YESY,10/28/2010,162500,92.64538198,1754,1968
"10396 Big Oak Cir Stockton, CA 95209-4560",95209,2,2,0,4,0,165500,94.36,6098,11/29/2011,2/24/2012,NONO,5/1/2012,160000,91.22006842,1754,2004
"10328 Lombard Ct, Stockton, CA 95209-3905",95209,2,2,1,3,126,131175,100.9,5227,6/3/2008,10/31/2008,NONO,11/25/2008,160000,123.0769231,1300,1999
"3475 Hepburn Cir Stockton, CA 95209-3912",95209,2,2,1,3,150,156900,120.69,4356,1/22/2009,2/19/2009,NONO,3/31/2009,160000,123.0769231,1300,2000
"3309 Gable Ct Stockton, CA 95209-3903",95209,2,2,1,3,35,160000,123.08,3920,9/21/2009,1/21/2010,NONO,3/2/2010,160000,123.0769231,1300,1999
"5304 Vesta Cir Stockton, CA 95219-7247",95219,2,2,1,4,120,170000,72.37,2614,12/9/2009,5/17/2010,NONO,6/12/2010,160000,68.1140911,2349,2006
"3188 English Oak Cir Stockton, CA 95209-3921",95209,2,2,1,3,390,149000,91.69,3920,7/20/2012,9/10/2012,NONO,12/10/2012,160000,98.46153846,1625,2004
"10720 Pleasant Valley Cir Stockton, CA 95209-3725",95209,0,2,1,3,123,163200,92.57,5227,8/13/2011,9/10/2011,NONO,11/8/2011,163200,92.56948383,1763,1995
"3153 Golden Poppy Ln Stockton, CA 95209-3785",95209,0,3,0,4,96,149999,57.38,3049,5/18/2012,8/4/2012,NONO,1/31/2013,160000,61.20887529,2614,2006
"10747 Fire Island Cir Stockton, CA 95209-3710",95209,3,2,0,3,124,154500,108.19,6534,3/10/2011,1/22/2013,NONO,4/10/2013,160000,112.0448179,1428,1993
"10198 Creek Trail Cir Stockton, CA 95209-4173",95209,3,2,0,3,65,155000,105.8,5663,10/29/2011,11/2/2011,NONO,12/2/2011,160100,109.2832765,1465,1997
"10303 Point Reyes Cir Stockton, CA 95209",95209,2,2,0,3,0,159000,96.07,5227,6/16/2010,7/12/2010,NONO,8/20/2010,164000,99.09365559,1655,1992
"10648 Tank House Dr Stockton, CA 95209-4340",95209,2,2,0,3,106,169900,105.27,6098,10/29/2010,3/1/2011,NONO,6/3/2011,164000,101.6109046,1614,2004
"10179 Creek Trail Cir Stockton, CA 95209-4173",95209,3,2,0,4,250,160000,87.72,6098,9/27/2011,12/9/2011,NONO,1/27/2012,160100,87.77412281,1824,1997
"6293 Crestview Cir Stockton, CA 95219-7200",95219,2,2,1,4,50,180000,82.12,5227,12/22/2010,1/18/2011,NONO,3/21/2011,160333,73.14461679,2192,2003
"10919 Iris Bloom Dr Stockton, CA 95209-3790",95209,2,2,1,4,105,160000,72.04,3049,3/22/2011,3/29/2011,NONO,4/6/2011,160500,72.26474561,2221,2007
"10913 Dutch Tulip Dr Stockton, CA 95209-3777",95209,2,2,1,4,299,149900,86.5,2178,3/30/2009,5/11/2009,NONO,6/30/2009,161000,92.90248125,1733,2006
"5262 Loki Ln Stockton, CA 95219-7245",95219,2,2,1,3,100,153900,92.43,2178,9/2/2009,9/16/2009,NONO,11/6/2009,161000,96.6966967,1665,2006
"2958 Big Sur St Stockton, CA 95209-4117",95209,2,2,0,3,0,161000,80.74,7405,5/13/2012,8/1/2012,NONO,9/20/2012,161500,80.99297894,1994,1991
"3765 Hepburn Cir Stockton, CA 95209-3909",95209,1,2,0,3,300,159000,146.54,6534,4/14/2009,5/2/2009,NONO,6/3/2009,162000,149.3087558,1085,1998
"10937 Dutch Tulip Dr Stockton, CA 95209-3777",95209,2,2,1,3,299,179900,104.9,2178,9/26/2009,10/13/2009,YESY,12/16/2009,162000,94.4606414,1715,2006
"3576 Hepburn Cir Stockton, CA 95209-3902",95209,2,2,1,3,70,159900,102.7,5663,2/16/2012,2/19/2012,NONO,3/21/2012,162000,104.0462428,1557,1999
"6331 Crestview Cir Stockton, CA 95219-7199",95219,2,2,0,4,59,162000,83.51,4792,11/23/2011,4/1/2012,YESY,4/27/2012,162000,83.50515464,1940,2003
"3324 Mansfield Ct Stockton, CA 95209-3904",95209,2,2,1,3,120,149900,79.61,8276,3/17/2009,3/23/2009,NONO,4/23/2009,163000,86.56399363,1883,1999
"1956 Orvis Dr Stockton, CA 95209-4506",95209,2,2,0,3,0,189000,117.39,6970,2/19/2010,3/26/2010,NONO,5/7/2010,165000,102.484472,1610,2000
"10935 Wildberry Ln Stockton, CA 95209",95209,2,2,1,3,96,169900,99.07,2614,5/21/2010,7/15/2010,NONO,9/13/2010,165000,96.20991254,1715,2006
"3129 Lafever Ct Stockton, CA 95209-3816",95209,2,2,1,4,156,169900,94.02,3920,7/15/2010,7/28/2010,NONO,9/21/2010,165000,91.31156613,1807,2007
"9930 River View Cir Stockton, CA 95209-4169",95209,3,2,0,4,90,169000,85.35,6098,1/19/2012,3/29/2012,NONO,5/30/2012,160000,80.80808081,1980,1995
"10418 Sailpointe Ave Stockton, CA 95219-7265",95219,2,2,1,3,0,159950,88.22,3485,2/9/2012,2/11/2012,NONO,6/12/2012,160000,88.25151682,1813,2007
"2516 Eagle Rock Cir Stockton, CA 95209-4177",95209,2,2,1,4,0,130000,69.04,5300,6/11/2012,6/29/2012,NONO,8/6/2012,160000,84.97079129,1883,1998
"10808 Peony Place Dr Stockton, CA 95209-3776",95209,2,3,0,3,96,164900,74.25,3049,8/24/2010,1/31/2011,NONO,1/31/2011,165000,74.29085997,2221,2006
"3097 White Oak Dr Stockton, CA 95209-3922",95209,2,2,1,4,350,169000,76.89,3920,11/22/2010,1/7/2011,NONO,2/8/2011,165000,75.06824386,2198,2004
"3106 Daisy Trail Dr Stockton, CA 95209-3782",95209,2,2,1,4,92,159900,74.93,3049,8/27/2012,9/27/2012,NONO,11/26/2012,160000,74.97656982,2134,2006
"3197 English Oak Cir Stockton, CA 95209-3921",95209,2,2,1,4,350,184900,89.84,3485,11/10/2010,12/13/2010,NONO,2/17/2011,165000,80.17492711,2058,2004
"10727 Fire Island Cir Stockton, CA 95209-3710",95209,3,2,0,4,123,179900,111.39,6098,11/24/2010,2/5/2011,NONO,3/16/2011,165000,102.1671827,1615,1994
"10934 Peony Place Dr Stockton, CA 95209-3783",95209,2,2,1,3,100,168122,65.19,3049,3/29/2011,5/24/2011,NONO,7/14/2011,163500,63.39666537,2579,2006
"2601 Lonnie Beck Way Stockton, CA 95209-4187",95209,3,2,1,4,0,155000,70.78,6970,1/4/2012,3/14/2012,NONO,4/2/2012,163500,74.65753425,2190,2002
"10959 Wildberry Ln Stockton, CA 95209-3786",95209,2,3,0,4,150,175900,84.24,0,1/26/2009,3/3/2009,NONO,4/29/2009,164000,78.5440613,2088,2006
"9921 Putnam Way Stockton, CA 95209-4509",95209,2,2,0,3,200,159000,98.76,6098,7/15/2011,9/30/2011,NONO,10/4/2011,164000,101.863354,1610,2000
"5756 Melones Way Stockton, CA 95219-7109",95219,2,2,0,3,59,152900,93.69,6534,3/28/2012,4/5/2012,YESY,5/31/2012,164000,100.4901961,1632,2003
"10156 River Park Cir Stockton, CA 95209-4182",95209,2,2,1,4,180,164350,82.05,5663,2/1/2011,3/17/2011,NONO,4/8/2011,164450,82.10184723,2003,1999
"10225 Chaplin Ct Stockton, CA 95209-3916",95209,2,2,1,3,180,164900,126.85,5227,12/19/2009,1/1/2010,YESY,2/11/2010,164900,126.8461538,1300,2000
"5626 Natoma Cir Stockton, CA 95219-7119",95219,3,2,0,4,60,164900,79.66,6098,8/26/2011,12/17/2011,NONO,1/30/2012,164900,79.66183575,2070,2003
"2557 New Brighton Ln Stockton, CA 95209",95209,2,2,0,4,0,170000,92.39,5227,3/31/2009,4/3/2009,NONO,5/12/2009,165000,89.67391304,1840,2006
"10919 Wildberry Ln Stockton, CA 95209-3786",95209,2,2,1,3,100,155000,83.83,2614,4/17/2009,6/12/2009,NONO,7/28/2009,165000,89.23742564,1849,2006
"2594 Eagle Rock Cir Stockton, CA 95209-4177",95209,2,2,0,3,0,159000,111.81,5227,1/21/2009,7/31/2009,NONO,9/2/2009,165000,116.0337553,1422,1998
"10375 Point Reyes Cir Stockton, CA 95209-4153",95209,2,2,0,3,0,160500,84.52,6098,8/16/2009,9/1/2009,NONO,10/12/2009,165000,86.8878357,1899,1994
"9943 River View Cir Stockton, CA 95209-4167",95209,3,2,0,3,0,159900,109.15,5663,11/11/2009,11/20/2009,NONO,11/30/2009,165000,112.6279863,1465,1996
"3420 Tioga Dr Stockton, CA 95209-3746",95209,2,2,0,3,119,149900,105.56,5227,1/5/2010,1/22/2010,NONO,2/25/2010,165000,116.1971831,1420,1997
"10658 Siskiyou Ln Stockton, CA 95209-3812",95209,2,3,1,5,418,174900,76.58,3049,6/1/2011,7/19/2011,NONO,8/19/2011,162500,71.14711033,2284,2007
"3110 English Oak Cir Stockton, CA 95209-3921",95209,2,2,1,3,349,169900,86.42,3920,9/9/2010,9/16/2010,NONO,10/22/2010,165000,83.92675483,1966,2004
"4320 Maddie Cir Stockton, CA 95209-3768",95209,3,3,0,4,150,175000,68.49,6970,7/12/2010,8/20/2010,NONO,9/9/2010,163000,63.7964775,2555,2000
"10943 Dutch Tulip Dr Stockton, CA 95209-3777",95209,2,3,0,5,96,163000,76.17,2178,3/17/2011,4/22/2011,NONO,6/17/2011,163000,76.1682243,2140,2006
"10115 River Falls Cir Stockton, CA 95209-4134",95209,3,2,0,3,95,145000,104.62,5663,3/20/2012,6/20/2012,YESY,8/2/2012,163000,117.6046176,1386,1992
"3008 Sweet Lilac Way Stockton, CA 95209-3772",95209,2,2,1,4,100,159900,74.75,3049,6/20/2011,7/5/2011,NONO,8/15/2011,163200,76.2973352,2139,2006
"10057 River Oaks Dr Stockton, CA 95209-4122",95209,2,2,0,3,271,165000,119.05,6098,9/10/2009,7/29/2010,NONO,12/23/2010,165000,119.047619,1386,1992
"5324 Vesta Cir Stockton, CA 95219-7247",95219,2,2,1,4,100,164900,74.21,2614,3/14/2011,3/25/2011,NONO,4/15/2011,165000,74.25742574,2222,2006
"2309 Autumn Oak Pl Stockton, CA 95209-4227",95209,0,2,0,4,0,185000,101.31,4792,2/2/2011,4/17/2011,NONO,4/21/2011,165000,90.36144578,1826,2003
"6250 Crestview Cir Stockton, CA 95219-7200",95219,2,2,0,3,60,167000,100.85,5227,1/20/2011,4/29/2011,YESY,5/19/2011,165000,99.63768116,1656,2003
"4295 Maddie Cir Stockton, CA 95209-3768",95209,2,2,1,4,200,165000,81.2,6534,2/24/2012,8/29/2012,NONO,10/26/2012,165000,81.2007874,2032,2000
